"Date","Price","Open","High","Low","Vol.","Change %"
"Jan 28, 2016","885.83","887.22","893.27","884.66","599.74M","0.42%"
"Jan 27, 2016","882.13","879.93","890.46","879.06","613.70M","0.25%"
"Jan 26, 2016","879.93","858.30","880.32","855.61","546.36M","1.93%"
"Jan 25, 2016","863.29","867.90","871.61","858.37","392.71M","0.26%"
"Jan 22, 2016","861.06","850.93","863.22","847.74","528.22M","2.61%"
"Jan 21, 2016","839.12","852.03","853.76","834.81","610.98M","-1.46%"
"Jan 20, 2016","851.52","864.38","866.53","851.36","540.41M","-2.17%"
"Jan 19, 2016","870.41","878.84","880.82","866.71","483.26M","-0.03%"
"Jan 18, 2016","870.67","874.76","876.60","866.73","396.42M","0.13%"
"Jan 15, 2016","869.54","880.99","884.90","863.59","583.89M","-1.27%"
"Jan 14, 2016","880.73","883.00","889.01","873.08","586.44M","-0.72%"
"Jan 13, 2016","887.10","881.96","893.45","880.58","589.30M","1.12%"
"Jan 12, 2016","877.24","867.84","882.17","860.94","634.06M","1.04%"
"Jan 11, 2016","868.25","859.34","875.69","855.17","500.37M","0.68%"
"Jan 08, 2016","862.35","874.17","882.27","859.33","565.21M","-1.35%"
"Jan 07, 2016","874.17","868.62","875.77","849.94","705.17M","0.64%"
"Jan 06, 2016","868.62","861.47","869.71","849.04","596.21M","0.83%"
"Jan 05, 2016","861.47","859.81","869.40","845.03","488.09M","0.19%"
"Jan 04, 2016","859.81","874.28","874.28","850.24","339.09M","-1.66%"
